epoch,phase,train_loss,train_acc,val_loss,val_acc,val_macro_f1,lr,seconds
1,baseline,2.827950277671944,0.23191555417572182,2.277416659620914,0.43033509700176364,0.3379854606227936,0.001,45.19470691680908
2,baseline,2.0259441217625596,0.4579323191555418,1.948817977934708,0.4585537918871252,0.4031754153028803,0.001,45.9382438659668
3,baseline,1.6696510464461907,0.5200248370071406,1.7837147139788094,0.5202821869488536,0.4621098043398244,0.001,47.28373384475708
4,baseline,1.4959321121960758,0.5591431232536479,1.6182388392075029,0.5308641975308642,0.5110605797644402,0.001,45.345465898513794
5,baseline,1.3642069945532282,0.5846010555728035,1.5736951569400768,0.5396825396825397,0.51360186070796,0.001,47.13078165054321
6,baseline,1.2667939981589662,0.613163613784539,1.5133584490739058,0.5608465608465608,0.5498931526690906,0.001,47.51302981376648
7,baseline,1.1879694358194441,0.6246507295870848,1.4902803763300443,0.5679012345679012,0.547560916839885,0.001,47.00673723220825
8,baseline,1.1366366173902012,0.6407947842285004,1.433213650759776,0.5855379188712522,0.5725962970937251,0.001,45.69456148147583
9,finetune,0.9443159225526636,0.6932629618131015,1.0325412994654721,0.6790123456790124,0.6787218418579057,0.0001,50.93855023384094
10,finetune,0.5385544040083923,0.8115492083203973,0.9178873005682829,0.7037037037037037,0.7038974418310119,0.0001,50.24131202697754
11,finetune,0.3705323227848632,0.8699161751009004,0.8348921443314359,0.7477954144620811,0.7458895844824208,0.0001,51.255882024765015
12,finetune,0.2531813826413119,0.9118286246507296,0.7749133414376981,0.746031746031746,0.7355038057728817,0.0001,50.35181212425232
13,finetune,0.17329902296035196,0.9481527475939149,0.7382995103349551,0.7848324514991182,0.7750649957339575,0.0001,50.155353307724
14,finetune,0.14343493784558362,0.9540515367898168,0.7282444831555482,0.7707231040564374,0.7633061345593222,0.0001,50.33938646316528
15,finetune,0.10885397610605892,0.9639863396460726,0.757067450980871,0.798941798941799,0.7848940428087963,0.0001,50.53273797035217
16,finetune,0.08127381860081064,0.9804408568767463,0.775438114711637,0.7883597883597884,0.7766071068304632,0.0001,50.61604857444763
17,finetune,0.07202347699935596,0.9804408568767463,0.7462790395795142,0.8112874779541446,0.7994472376605152,0.0001,51.27150893211365
18,finetune,0.0452716771162785,0.9903756597330021,0.7651386154549462,0.8236331569664903,0.807228757420759,5e-05,50.58759069442749
19,finetune,0.04182604403205815,0.9903756597330021,0.7718872863674501,0.8042328042328042,0.7895949096049308,5e-05,50.46958518028259
20,finetune,0.03863848522548367,0.9922384352685502,0.7617921271547018,0.818342151675485,0.805342620899607,5e-05,49.32305192947388
21,finetune,0.0318246878225568,0.9944116733933561,0.7647162271660262,0.8148148148148148,0.800745235487505,2.5e-05,49.55773448944092
22,finetune,0.028156896733332777,0.9941012108040981,0.7358787093160434,0.8236331569664903,0.8123558907423589,2.5e-05,49.89996385574341
23,finetune,0.025144803778114285,0.99689537410742,0.7762087252142148,0.8148148148148148,0.7984981594775733,2.5e-05,49.98443412780762
24,finetune,0.023994018669242778,0.9937907482148401,0.7479833254370529,0.8148148148148148,0.7984285411966627,1.25e-05,49.44164228439331
25,finetune,0.022421168288905884,0.997826761875194,0.7382697442536632,0.8236331569664903,0.8066715587106221,1.25e-05,50.75002312660217
26,finetune,0.021317613232176482,0.9956535237503881,0.7410789698467474,0.8306878306878307,0.8140218596071244,1.25e-05,49.13764572143555
27,finetune,0.021554764637764623,0.9972058366966781,0.7384445113795144,0.8236331569664903,0.8062497051971859,6.25e-06,48.996407985687256
28,finetune,0.019925174488113817,0.9972058366966781,0.7434232872787607,0.8236331569664903,0.8077348481768092,6.25e-06,49.46599721908569
